Date,Close,Open,High,Low,Order matchings,% Change
31-07-19,14600,14100,15000,14000,8.40K,1.39%
01-08-19,14000,14100,14100,14000,3.01K,-4.11%
02-08-19,14400,14400,14400,14400,0.10K,2.86%
05-08-19,14400,14000,14400,13900,1.10K,0.00%
06-08-19,14000,14000,14000,13600,10.50K,-2.78%
07-08-19,14200,14300,14300,14200,4.20K,1.43%
08-08-19,13900,14100,14100,13600,11.90K,-2.11%
09-08-19,14400,14000,14400,13800,3.31K,3.60%
12-08-19,14000,14000,14000,14000,0.40K,-2.78%
13-08-19,14200,13900,14200,13900,5.90K,1.43%
14-08-19,14200,14200,14200,13900,6.06K,0.00%
16-08-19,14200,14200,14200,14200,5.00K,0.00%
19-08-19,14000,14200,14200,14000,10.10K,-1.41%
20-08-19,14000,14000,14200,13900,1.22K,0.00%
21-08-19,13900,14000,14000,13900,1.60K,-0.71%
22-08-19,13900,13900,14200,13900,7.64K,0.00%
23-08-19,13800,13900,13900,13800,6.01K,-0.72%
26-08-19,15000,14200,15000,14200,0.61K,8.70%
29-08-19,14100,14000,14100,14000,0.30K,-6.00%
30-08-19,14100,14100,14100,13800,1.00K,0.00%
04-09-19,14000,14000,14000,14000,1.60K,-0.71%
05-09-19,14100,14000,14100,13900,4.30K,0.71%
09-09-19,14100,13700,14100,13700,8.91K,0.00%
10-09-19,14000,14000,14000,14000,0.10K,-0.71%
11-09-19,14000,13900,14000,13900,0.40K,0.00%
12-09-19,14000,13900,14000,13700,0.60K,0.00%
13-09-19,14000,14000,14000,13700,0.60K,0.00%
17-09-19,14000,13900,14000,13900,4.60K,0.00%
18-09-19,14600,14100,14600,14100,1.60K,4.29%
19-09-19,13700,13700,13700,13700,0.43K,-6.16%
20-09-19,14200,14200,14200,13700,2.32K,3.65%
23-09-19,13600,13600,13600,13600,1.01K,-4.23%
24-09-19,14000,14000,14000,14000,0.10K,2.94%
25-09-19,14000,14000,14000,14000,0.20K,0.00%
26-09-19,14000,13900,14000,13800,1.20K,0.00%
30-09-19,14000,13800,14000,13800,3.30K,0.00%
01-10-19,13800,14000,14000,13800,0.30K,-1.43%
02-10-19,14000,14000,14000,14000,0.10K,1.45%
07-10-19,13900,13900,13900,13900,0.10K,-0.71%
08-10-19,13700,13800,13800,13700,0.41K,-1.44%
09-10-19,13700,14000,14000,13700,1.51K,0.00%
10-10-19,13800,14100,14100,13800,0.24K,0.73%
11-10-19,14000,14100,14100,13400,3.40K,1.45%
14-10-19,14000,13600,14000,13600,2.30K,0.00%
15-10-19,13700,13700,13700,13700,0.90K,-2.14%
16-10-19,13900,14000,14000,13900,1.40K,1.46%
17-10-19,13900,13900,13900,13900,4.60K,0.00%
18-10-19,13900,14000,14000,13900,7.70K,0.00%
22-10-19,14000,13800,14000,13700,2.96K,0.72%
23-10-19,14000,14000,14000,14000,1.20K,0.00%
28-10-19,13700,14000,14000,13700,6.20K,-2.14%
29-10-19,13700,14000,14000,13700,0.55K,0.00%
30-10-19,13800,13800,13800,13800,0.64K,0.73%
31-10-19,13900,13800,13900,13600,1.50K,0.72%
01-11-19,13500,13700,13700,13500,3.10K,-2.88%
04-11-19,13800,13800,13800,13800,0.10K,2.22%
05-11-19,13700,13800,13800,13500,0.72K,-0.72%
06-11-19,13500,13500,13500,13500,2.60K,-1.46%
07-11-19,13700,13700,13700,13700,0.10K,1.48%
11-11-19,13900,13600,13900,13600,0.20K,1.46%
12-11-19,13400,13400,13400,13400,0.12K,-3.60%
13-11-19,13600,13400,13600,13400,0.50K,1.49%
14-11-19,13400,13800,13800,13400,0.25K,-1.47%
15-11-19,13600,13700,13700,13100,3.92K,1.49%
18-11-19,13400,13300,13400,13300,1.90K,-1.47%
19-11-19,13500,13200,13500,13200,7.50K,0.75%
20-11-19,13400,13400,13400,13400,2.20K,-0.74%
21-11-19,13600,13600,13600,13300,0.30K,1.49%
25-11-19,13600,13600,13600,13600,1.11K,0.00%
26-11-19,13600,13300,13600,13300,23.21K,0.00%
27-11-19,13500,13500,13500,13300,2.61K,-0.74%
28-11-19,13400,13800,13800,13400,1.05K,-0.74%
29-11-19,13700,13800,13800,13300,1.30K,2.24%
02-12-19,13300,13200,13300,13200,0.40K,-2.92%
03-12-19,13000,13200,13400,13000,2.92K,-2.26%
04-12-19,12900,13000,13000,12900,2.70K,-0.77%
05-12-19,12800,12900,12900,12800,7.10K,-0.78%
06-12-19,12600,12700,12700,12400,17.40K,-1.56%
09-12-19,12600,13600,13600,11400,483.84K,0.00%
10-12-19,11400,13200,13600,11400,419.10K,-9.52%
11-12-19,11400,11900,11900,11100,53.49K,0.00%
12-12-19,11800,11600,11800,11400,73.69K,3.51%
13-12-19,10700,11500,11600,10700,912.30K,-9.32%
16-12-19,11200,11000,11500,11000,118.81K,4.67%
17-12-19,10900,11200,11400,10800,50.56K,-2.68%
18-12-19,10900,10900,11100,10700,195.31K,0.00%
19-12-19,11200,11000,11200,11000,24.40K,2.75%
20-12-19,11000,11200,11200,11000,24.39K,-1.79%
23-12-19,10700,10800,10900,10700,71.60K,-2.73%
24-12-19,10900,11000,11000,10700,26.70K,1.87%
25-12-19,11000,10900,11000,10900,18.14K,0.92%
26-12-19,11200,11000,11200,11000,24.20K,1.82%
27-12-19,11200,11100,11200,11100,11.74K,0.00%
30-12-19,11200,11200,11200,11000,12.62K,0.00%
31-12-19,11300,11200,11300,11000,31.26K,0.89%
02-01-20,11300,11800,11800,11100,53.51K,0.00%
03-01-20,11300,11300,11400,11200,45.71K,0.00%
06-01-20,11200,11300,11300,11200,12.31K,-0.88%
07-01-20,11200,11200,11200,11200,27.90K,0.00%
08-01-20,10700,11200,11200,10600,82.50K,-4.46%
09-01-20,10700,11200,11200,10700,76.70K,0.00%
10-01-20,10600,10700,10700,10500,103.75K,-0.93%
13-01-20,10600,10600,10700,10600,91.84K,0.00%
14-01-20,10600,10600,10600,10500,21.95K,0.00%
15-01-20,10600,10600,10600,10400,81.46K,0.00%
16-01-20,10800,10600,11600,10200,316.00K,1.89%
17-01-20,11000,10800,11100,10800,25.00K,1.85%
20-01-20,11500,11000,11500,11000,51.51K,4.55%
21-01-20,11500,11500,11500,11300,36.70K,0.00%
22-01-20,11800,11600,11900,11500,17.40K,2.61%
30-01-20,11800,11800,11900,11500,53.40K,0.00%
31-01-20,11400,12500,12500,11400,52.91K,-3.39%
03-02-20,11200,11700,11700,11000,15.20K,-1.75%
04-02-20,11900,11500,12000,11200,91.45K,6.25%
05-02-20,11800,11600,11800,11200,394.80K,-0.84%
06-02-20,11800,11700,11800,11700,14.50K,0.00%
07-02-20,11600,11500,11800,11500,22.60K,-1.69%
10-02-20,11600,11700,11700,11400,35.71K,0.00%
11-02-20,11700,11300,11700,11300,3.80K,0.86%
12-02-20,11700,11700,11800,11500,31.10K,0.00%
13-02-20,11700,11600,11700,11600,12.31K,0.00%
14-02-20,11600,11700,11700,11600,13.40K,-0.85%
17-02-20,11600,11600,11600,11600,12.42K,0.00%
18-02-20,11600,11600,11700,11500,62.50K,0.00%
19-02-20,11900,11600,11900,11600,26.30K,2.59%
20-02-20,12200,11600,12200,11500,76.10K,2.52%
21-02-20,12300,12200,12300,12200,27.30K,0.82%
24-02-20,11800,12200,12300,11800,86.90K,-4.07%
25-02-20,12000,11800,12100,11800,28.00K,1.69%
26-02-20,12300,12300,12500,12000,50.20K,2.50%
27-02-20,12400,12600,12600,12300,12.20K,0.81%
28-02-20,12300,11900,12400,11900,5.80K,-0.81%
02-03-20,12300,12000,12400,12000,3.00K,0.00%
03-03-20,12200,12000,12200,12000,6.40K,-0.81%
04-03-20,12200,11900,12200,11900,5.62K,0.00%
05-03-20,12100,12100,12300,12100,24.63K,-0.82%
09-03-20,11100,12000,13300,10900,264.10K,-8.26%
10-03-20,12000,12100,12100,11900,21.21K,8.11%
11-03-20,11700,12000,12000,11600,32.88K,-2.50%
12-03-20,11300,11000,11700,10600,183.73K,-3.42%
13-03-20,11300,10500,11500,10500,53.67K,0.00%
16-03-20,11000,11000,11200,10900,62.90K,-2.65%
17-03-20,11600,11000,11900,10900,29.20K,5.45%
18-03-20,11800,11900,11900,11600,63.26K,1.72%
19-03-20,11500,11700,11700,11300,30.90K,-2.54%
20-03-20,11500,11800,11800,11400,33.20K,0.00%
23-03-20,10900,11900,11900,10600,201.80K,-5.22%
24-03-20,11100,11300,11300,10900,30.30K,1.83%
25-03-20,11400,11100,11400,11100,19.35K,2.70%
26-03-20,10800,11300,11300,10800,52.50K,-5.26%
27-03-20,11100,10600,11200,10500,98.92K,2.78%
30-03-20,10900,11000,11000,10800,69.20K,-1.80%
31-03-20,11000,11600,11600,10900,12.39K,0.92%
01-04-20,11100,10900,11100,10900,33.00K,0.91%
03-04-20,11300,12200,12200,11200,43.90K,1.80%
06-04-20,11700,11500,11800,11500,56.08K,3.54%
07-04-20,11800,12000,12000,11600,41.32K,0.85%
08-04-20,11700,11800,11900,11600,50.12K,-0.85%
09-04-20,12100,11900,12100,11900,84.88K,3.42%
10-04-20,12300,12900,13000,12000,14.09K,1.65%
13-04-20,12800,12800,13000,12400,49.98K,4.07%
14-04-20,12800,12800,12900,12700,28.74K,0.00%
15-04-20,13000,12700,13100,12700,292.08K,1.56%
16-04-20,13000,13000,13100,12600,169.86K,0.00%
17-04-20,14300,13000,14300,13000,832.11K,10.00%
20-04-20,15700,15700,15700,14800,1.09M,9.79%
21-04-20,15500,16500,16800,15300,856.18K,-1.27%
22-04-20,16200,15000,16300,14700,803.67K,4.52%
23-04-20,16400,15500,17000,15500,687.06K,1.23%
24-04-20,15800,16300,16300,15700,401.03K,-3.66%
27-04-20,15900,15800,16400,15500,314.48K,0.63%
28-04-20,15500,16000,16000,15400,293.01K,-2.52%
29-04-20,17000,15500,17000,14700,1.31M,9.68%
04-05-20,16300,16000,16900,16000,368.93K,-4.12%
05-05-20,16300,16000,16300,15900,260.61K,0.00%
06-05-20,16100,16200,16300,15800,627.00K,-1.23%
07-05-20,16600,16400,16700,16200,470.43K,3.11%
08-05-20,16300,16500,17300,16200,739.99K,-1.81%
11-05-20,16200,16500,16500,16100,231.53K,-0.61%
12-05-20,16500,16200,16500,15500,478.15K,1.85%
13-05-20,16200,16500,16700,16000,413.12K,-1.82%
14-05-20,16300,16200,17400,16000,732.88K,0.62%
15-05-20,16500,16300,16800,16300,384.12K,1.23%
18-05-20,17500,16500,17500,16400,727.13K,6.06%
19-05-20,17500,17800,18300,17100,787.23K,0.00%
20-05-20,17700,17500,18000,17200,484.00K,1.14%
21-05-20,17200,17300,17800,17200,362.54K,-2.82%
22-05-20,17100,17500,17700,17100,574.58K,-0.58%
25-05-20,17400,17500,17500,16900,632.17K,1.75%
26-05-20,17200,17400,17400,17000,337.06K,-1.15%
27-05-20,17100,17200,17800,17100,718.76K,-0.58%
28-05-20,16800,17100,17300,16800,371.29K,-1.75%
29-05-20,17100,16800,17200,16600,311.20K,1.79%
01-06-20,17000,17100,17300,16900,284.05K,-0.58%
02-06-20,16400,17000,17000,16400,569.11K,-3.53%
03-06-20,16200,16400,16400,15800,478.23K,-1.22%
04-06-20,16800,16400,17100,16400,337.93K,3.70%
05-06-20,16700,16800,16900,16500,156.22K,-0.60%
08-06-20,16800,16700,17000,16600,535.64K,0.60%
09-06-20,16600,16800,16800,16500,322.70K,-1.19%
10-06-20,16600,16600,16700,16300,250.64K,0.00%
11-06-20,15500,16600,16600,15500,341.56K,-6.63%
12-06-20,15500,15300,15500,14400,344.77K,0.00%
15-06-20,14500,15500,15500,14400,334.93K,-6.45%
16-06-20,15200,14500,15400,14500,66.18K,4.83%
17-06-20,15200,15300,15600,15200,66.18K,0.00%
18-06-20,15100,15100,15200,14900,85.93K,-0.66%
19-06-20,15200,15100,15300,15000,113.53K,0.66%
22-06-20,15300,15400,15500,15200,94.93K,0.66%
23-06-20,15600,15300,16000,15300,187.85K,1.96%
24-06-20,15400,15600,15800,15200,104.01K,-1.28%
25-06-20,15200,15200,15400,14800,115.82K,-1.30%
26-06-20,15200,15300,15600,15200,155.81K,0.00%
29-06-20,14900,15000,15400,14900,104.62K,-1.97%
30-06-20,14900,15000,15300,14700,110.28K,0.00%
01-07-20,15200,14900,15200,14600,70.90K,2.01%
02-07-20,15300,15400,15400,15100,99.15K,0.66%
03-07-20,16400,15400,16500,15400,468.81K,7.19%
06-07-20,16600,16500,16800,16300,230.84K,1.22%
07-07-20,16200,16600,16800,16200,213.37K,-2.41%
08-07-20,16800,16600,16900,16400,364.74K,3.70%
09-07-20,17000,16800,17100,16700,432.97K,1.19%
10-07-20,17000,17000,17100,16800,245.73K,0.00%
13-07-20,16900,17000,17100,16800,213.19K,-0.59%
14-07-20,16900,16900,17000,16700,182.69K,0.00%
15-07-20,15700,15900,16800,15500,165.34K,-7.10%
16-07-20,15300,15700,15700,15300,175.05K,-2.55%
17-07-20,15800,15200,15900,15200,311.79K,3.27%
20-07-20,15700,15800,15800,15600,203.38K,-0.63%
21-07-20,15600,15700,15800,15500,87.70K,-0.64%
22-07-20,15300,15500,15700,15300,171.06K,-1.92%
23-07-20,15300,15300,15400,15000,123.43K,0.00%
24-07-20,14600,15300,15300,13900,287.83K,-4.58%
27-07-20,13700,14400,14400,13200,456.71K,-6.16%
28-07-20,14300,13400,14400,13400,243.93K,4.38%
29-07-20,14300,14300,14400,13700,221.32K,0.00%
30-07-20,14600,14200,14700,14100,147.79K,2.10%
31-07-20,14600,14300,14800,14100,121.99K,0.00%
03-08-20,15800,14500,15900,14500,355.77K,8.22%
04-08-20,15700,15800,16200,15500,378.33K,-0.63%
05-08-20,16600,15700,16700,15600,811.20K,5.73%
06-08-20,17000,16500,17500,16400,796.97K,2.41%
07-08-20,17300,17000,17400,17000,625.84K,1.76%
10-08-20,17400,17400,17800,17400,469.14K,0.58%
11-08-20,17000,17400,17400,16900,583.17K,-2.30%
12-08-20,18000,17200,18200,16900,864.44K,5.88%
13-08-20,18000,18000,18200,17800,239.86K,0.00%
14-08-20,17600,18000,18000,17300,567.47K,-2.22%
17-08-20,18900,17600,18900,17300,831.98K,7.39%
18-08-20,18700,18900,19400,18600,376.27K,-1.06%
19-08-20,19300,18700,19400,18600,496.02K,3.21%
20-08-20,19100,19000,19300,18800,497.01K,-1.04%
21-08-20,19400,19100,19800,19000,431.60K,1.57%
24-08-20,20400,19700,20500,19700,714.12K,5.15%
25-08-20,21100,20400,21700,20100,765.11K,3.43%
26-08-20,20900,21100,21700,20700,686.86K,-0.95%
27-08-20,21100,20900,21300,20700,564.81K,0.96%
28-08-20,20600,21100,21200,20600,573.03K,-2.37%
31-08-20,20400,20600,20700,19600,746.12K,-0.97%
01-09-20,21200,20200,21200,20100,351.01K,3.92%
03-09-20,21200,21200,21600,20700,591.26K,0.00%
04-09-20,21000,20600,21200,20400,461.30K,-0.94%
07-09-20,20500,21000,21000,20400,505.34K,-2.38%
08-09-20,21000,20500,21200,20500,314.68K,2.44%
09-09-20,21300,20700,21500,20400,514.39K,1.43%
10-09-20,21000,21300,21500,20900,455.22K,-1.41%
11-09-20,21200,21000,21200,20600,196.48K,0.95%
14-09-20,23100,21200,23300,21200,1.68M,8.96%
15-09-20,22700,23100,23100,22700,462.25K,-1.73%
16-09-20,22700,22700,23100,22500,390.28K,0.00%
17-09-20,23100,22700,23300,22500,633.13K,1.76%
18-09-20,23100,23000,23300,23000,276.10K,0.00%
21-09-20,23100,23300,24200,23100,540.94K,0.00%
22-09-20,22800,23100,23300,22600,621.89K,-1.30%
23-09-20,22800,22800,23000,22700,299.31K,0.00%
24-09-20,22700,22800,22900,22500,303.72K,-0.44%
25-09-20,22900,22700,23500,22700,336.09K,0.88%
28-09-20,23200,23100,23500,22900,304.35K,1.31%
29-09-20,22500,23300,23400,22500,501.60K,-3.02%
30-09-20,22700,22000,22900,22000,465.05K,0.89%
01-10-20,23200,22900,23400,22800,461.89K,2.20%
02-10-20,23300,23300,23800,22400,687.25K,0.43%
05-10-20,23400,23300,23600,23200,402.50K,0.43%
06-10-20,23200,23500,23800,23200,425.12K,-0.85%
07-10-20,22900,23200,23200,22800,414.64K,-1.29%
08-10-20,22400,22900,23000,22200,674.10K,-2.18%
09-10-20,22400,22400,22700,22300,279.86K,0.00%
12-10-20,21800,22300,22500,20300,467.49K,-2.68%
13-10-20,21100,21700,21700,20800,807.72K,-3.21%
14-10-20,21000,21000,21300,20900,288.17K,-0.47%
15-10-20,20300,21000,21100,20200,584.83K,-3.33%
16-10-20,21300,20200,21300,19900,495.42K,4.93%
19-10-20,21300,21400,21500,21100,389.29K,0.00%
20-10-20,20800,21200,21200,20800,201.01K,-2.35%
21-10-20,20800,20900,21000,20600,317.10K,0.00%
22-10-20,20800,20800,20800,20400,170.41K,0.00%
23-10-20,21200,20900,21400,20800,341.14K,1.92%
26-10-20,20800,21200,21200,20700,245.54K,-1.89%
27-10-20,20500,20800,20900,20500,253.18K,-1.44%
28-10-20,20800,20500,21700,20100,554.53K,1.46%
29-10-20,21200,20500,21500,20500,291.66K,1.92%
30-10-20,21300,21300,21600,21100,176.34K,0.47%
02-11-20,21100,21400,21400,20900,185.94K,-0.94%
03-11-20,22400,21300,22900,21100,1.04M,6.16%
04-11-20,22800,22400,22900,22400,837.66K,1.79%
05-11-20,22600,22800,22800,22400,260.60K,-0.88%
06-11-20,23600,22600,23900,22300,892.04K,4.42%
09-11-20,24000,24000,24500,23500,711.46K,1.69%
10-11-20,24500,24200,25000,23700,986.01K,2.08%
11-11-20,24500,24800,25200,24000,576.00K,0.00%
12-11-20,24100,24700,24700,23900,404.18K,-1.63%
13-11-20,24800,24100,24900,24100,582.84K,2.90%
16-11-20,24200,24800,24800,24100,472.38K,-2.42%
17-11-20,25800,24400,26100,24100,925.34K,6.61%
18-11-20,25900,26000,26200,25400,374.04K,0.39%
19-11-20,26000,25900,26500,25600,379.35K,0.39%
20-11-20,26100,26000,26300,25800,454.81K,0.38%
23-11-20,25800,26100,26100,25600,337.89K,-1.15%
24-11-20,26100,25900,26600,25600,705.38K,1.16%
25-11-20,25900,26100,26500,25800,353.30K,-0.77%
26-11-20,25500,25900,26100,25400,431.01K,-1.54%
27-11-20,25300,25200,25700,25000,567.84K,-0.78%
30-11-20,24700,25600,25600,24600,656.50K,-2.37%
01-12-20,25600,24100,25800,24000,558.51K,3.64%
02-12-20,26100,25600,26400,25500,517.75K,1.95%
03-12-20,26200,26100,26600,25600,790.67K,0.38%
04-12-20,25800,26500,26500,25700,568.34K,-1.53%
07-12-20,27100,26000,27300,25800,1.07M,5.04%
08-12-20,26900,27000,27300,26600,384.02K,-0.74%
09-12-20,26800,26700,26900,26600,342.22K,-0.37%
10-12-20,26200,26900,27100,26100,867.35K,-2.24%
11-12-20,26400,26200,26400,25800,369.99K,0.76%
14-12-20,26500,26500,26800,26200,553.17K,0.38%
15-12-20,26700,26600,27300,26600,523.04K,0.75%
16-12-20,26000,26500,26500,25800,379.19K,-2.62%
17-12-20,25300,26300,26400,25000,489.48K,-2.69%
18-12-20,25500,25300,25600,25000,327.07K,0.79%
21-12-20,25500,25300,25500,25000,539.07K,0.00%
22-12-20,26400,25000,26800,25000,1.10M,3.53%
23-12-20,25900,26400,26800,25700,399.43K,-1.89%
24-12-20,25800,25900,26200,25200,460.94K,-0.39%
25-12-20,26000,25800,26300,25400,372.69K,0.78%
28-12-20,28600,26000,28600,26000,2.23M,10.00%
29-12-20,29800,28600,31000,28600,816.42K,4.20%
30-12-20,29200,29800,29800,28900,340.65K,-2.01%
31-12-20,29000,29200,29200,28400,488.82K,-0.68%
04-01-21,29800,29400,30000,29400,478.53K,2.76%
05-01-21,30400,29800,31300,29300,590.05K,2.01%
06-01-21,29800,30400,30700,29500,492.23K,-1.97%
07-01-21,29500,29800,29800,29200,527.91K,-1.01%
08-01-21,30000,29600,30400,29000,738.43K,1.69%
11-01-21,30300,30100,30800,30000,672.93K,1.00%
12-01-21,31300,30500,32000,30000,938.87K,3.30%
13-01-21,30900,31700,31700,30600,363.10K,-1.28%
14-01-21,30600,30900,30900,29900,384.75K,-0.97%
15-01-21,31000,30800,31700,30500,511.51K,1.31%
18-01-21,30500,30900,31200,30300,336.74K,-1.61%
19-01-21,27700,30300,30800,27500,988.80K,-9.18%
20-01-21,28400,27800,28600,26000,618.25K,2.53%
21-01-21,29100,28500,29100,28400,308.35K,2.46%
22-01-21,29000,29500,29500,28900,407.44K,-0.34%
25-01-21,28400,29000,29000,28000,331.22K,-2.07%
26-01-21,27200,28100,28300,26500,293.71K,-4.23%
27-01-21,24500,27200,27200,24500,685.98K,-9.93%
28-01-21,22100,22100,24500,22100,958.44K,-9.80%
29-01-21,23900,19900,24300,19900,515.44K,8.14%
01-02-21,22400,23900,24200,22200,315.98K,-6.28%
02-02-21,23500,22200,23500,22000,297.34K,4.91%
03-02-21,24500,24000,24800,23500,383.83K,4.26%
04-02-21,25500,24600,26000,24500,628.01K,4.08%
05-02-21,25400,25600,25800,25200,265.25K,-0.39%
08-02-21,24200,25400,25400,23000,347.22K,-4.72%
09-02-21,24600,23700,24600,23600,250.17K,1.65%
17-02-21,26000,25000,26000,24800,275.98K,5.69%
18-02-21,26900,26100,27500,26000,663.82K,3.46%
19-02-21,26700,26900,27300,26500,263.53K,-0.74%
22-02-21,26900,26700,27000,26500,303.16K,0.75%
23-02-21,27600,27000,27900,27000,457.99K,2.60%
24-02-21,27300,27700,28000,26800,363.82K,-1.09%
25-02-21,27000,27400,27800,26600,281.62K,-1.10%
26-02-21,27100,26800,27200,26500,334.22K,0.37%
01-03-21,27600,27200,27700,26500,384.46K,1.85%
02-03-21,29300,27700,29500,27500,1.07M,6.16%
03-03-21,29300,29300,29300,28800,293.70K,0.00%
04-03-21,30700,29300,30700,27400,800.77K,4.78%
05-03-21,29900,31400,31500,29500,600.55K,-2.61%
08-03-21,29600,30000,30800,29100,429.67K,-1.00%
09-03-21,29000,29500,29600,28500,488.41K,-2.03%
10-03-21,29000,28800,29000,27000,270.47K,0.00%
11-03-21,29300,29100,29600,28600,288.29K,1.03%
12-03-21,30200,29300,30700,29300,1.05M,3.07%
15-03-21,30600,30100,31000,30100,657.03K,1.32%
16-03-21,30000,30600,30700,29700,334.64K,-1.96%
17-03-21,30200,30000,30300,29400,306.45K,0.67%
18-03-21,30300,30300,30700,30000,348.04K,0.33%
19-03-21,29800,30300,30300,29500,381.63K,-1.65%
22-03-21,29500,29800,29900,27900,287.14K,-1.01%
23-03-21,29300,29500,29900,29200,309.13K,-0.68%
24-03-21,28500,29000,29000,27500,695.33K,-2.73%
25-03-21,27600,28300,28900,27500,354.97K,-3.16%
26-03-21,27800,27600,28100,25300,730.48K,0.72%
29-03-21,27900,27800,28100,27700,215.41K,0.36%
30-03-21,28000,27900,28000,27500,213.61K,0.36%
31-03-21,27900,27900,28000,27500,223.92K,-0.36%
01-04-21,28700,27900,28900,27800,323.00K,2.87%
02-04-21,29000,29000,29700,28700,278.31K,1.05%
05-04-21,28900,29100,29400,28200,140.00K,-0.34%
06-04-21,28800,28300,28800,28100,443.48K,-0.35%
07-04-21,28700,28900,29000,28200,203.98K,-0.35%
08-04-21,28500,28700,28700,28300,141.61K,-0.70%
09-04-21,28300,28300,28500,28100,160.00K,-0.70%
12-04-21,27900,28300,28300,27900,311.83K,-1.41%
13-04-21,27200,27900,28000,27100,469.40K,-2.51%
14-04-21,27300,27200,27700,26600,138.92K,0.37%
15-04-21,26900,27800,28000,26800,225.65K,-1.47%
16-04-21,26100,27100,27100,25500,367.26K,-2.97%
19-04-21,26600,26100,26600,26100,274.86K,1.92%
20-04-21,26700,26900,27300,26500,303.78K,0.38%
22-04-21,24600,26700,26700,24600,334.90K,-7.87%
23-04-21,24900,24600,24900,23000,222.78K,1.22%
26-04-21,24200,25000,25300,24200,165.37K,-2.81%
27-04-21,23700,24000,24200,23500,134.76K,-2.07%
28-04-21,24700,23700,25000,23700,165.58K,4.22%
29-04-21,24800,25500,25500,24800,138.05K,0.40%
04-05-21,24500,24900,24900,24000,117.90K,-1.21%
05-05-21,25300,24900,25500,24500,226.21K,3.27%
06-05-21,24800,25900,26300,24700,147.99K,-1.98%
07-05-21,24200,24800,24900,24000,207.20K,-2.42%
10-05-21,24600,23500,25200,23500,253.29K,1.65%
11-05-21,24600,25300,25300,24100,255.15K,0.00%
12-05-21,25200,24500,25300,24500,160.60K,2.44%
13-05-21,25400,25400,26200,25300,306.70K,0.79%
14-05-21,25100,25500,25600,25100,166.44K,-1.18%
17-05-21,24500,25400,25400,24400,152.28K,-2.39%
18-05-21,24300,24500,24600,24000,159.30K,-0.82%
19-05-21,23700,24000,24200,23700,169.93K,-2.47%
20-05-21,24400,23700,25200,23700,300.75K,2.95%
21-05-21,24700,24400,25400,24000,309.13K,1.23%
24-05-21,26400,24700,26600,24500,486.10K,6.88%
25-05-21,26000,26400,26500,25600,227.52K,-1.52%
26-05-21,25300,26000,26000,24900,260.10K,-2.69%
27-05-21,24900,25200,25400,24500,333.55K,-1.58%
28-05-21,25500,24900,25900,24800,245.82K,2.41%
31-05-21,26300,25500,26600,25100,566.81K,3.14%
01-06-21,26800,26000,26900,26000,497.87K,1.90%
02-06-21,27700,27000,28100,27000,754.77K,3.36%
03-06-21,27500,27700,28200,26700,576.08K,-0.72%
04-06-21,28400,27500,28600,26700,648.67K,3.27%
07-06-21,28000,28500,29600,27000,688.73K,-1.41%
08-06-21,26600,27700,28000,26500,527.02K,-5.00%
09-06-21,26000,26400,27000,25500,345.22K,-2.26%
10-06-21,25800,26000,26000,25500,291.58K,-0.77%
11-06-21,26400,25800,26400,25700,211.42K,2.33%
14-06-21,26400,27400,28000,26300,261.41K,0.00%
15-06-21,26300,26500,27000,26300,287.97K,-0.38%
16-06-21,26800,26400,27300,26400,467.20K,1.90%
17-06-21,28000,26700,28000,26500,736.71K,4.48%
18-06-21,27700,28000,28500,27700,510.47K,-1.07%
21-06-21,28800,27700,29200,27700,1.17M,3.97%
22-06-21,28400,28900,29600,28400,850.05K,-1.39%
23-06-21,27700,28400,28400,27500,349.60K,-2.46%
24-06-21,26900,27700,27900,26800,531.97K,-2.89%
25-06-21,27200,26800,27200,26400,552.42K,1.12%
28-06-21,27200,27200,27800,27000,215.95K,0.00%
29-06-21,26700,27200,27200,26600,258.91K,-1.84%
30-06-21,26400,26700,26900,26200,401.83K,-1.12%
01-07-21,26500,26300,26700,26000,326.62K,0.38%
02-07-21,26600,26600,27100,26400,188.82K,0.38%
05-07-21,26300,26700,27000,26000,386.68K,-1.13%
06-07-21,24000,26300,26800,24000,360.93K,-8.75%
07-07-21,25400,24100,26000,24100,520.76K,5.83%
08-07-21,25400,25500,26000,25200,173.12K,0.00%
09-07-21,24900,25200,25500,24800,181.12K,-1.97%
12-07-21,23700,24900,24900,23100,438.08K,-4.82%
13-07-21,24400,23800,24600,23700,117.95K,2.95%
14-07-21,24200,24200,24400,23900,78.94K,-0.82%
15-07-21,24900,24200,24900,23900,184.30K,2.89%
16-07-21,25100,25000,25800,24900,227.99K,0.80%
19-07-21,23900,24500,24600,23900,168.30K,-4.78%
20-07-21,25700,23500,25700,23200,159.30K,7.53%
21-07-21,24800,25700,25700,24500,100.03K,-3.50%
22-07-21,25000,24700,25300,24500,230.31K,0.81%
23-07-21,24600,25000,25300,24600,114.10K,-1.60%
26-07-21,25000,24500,25000,24400,196.31K,1.63%
27-07-21,25600,25400,25700,25200,282.19K,2.40%
28-07-21,26600,25500,27300,25300,535.32K,3.91%
29-07-21,27000,26800,27300,26600,365.01K,1.50%
30-07-21,28000,26900,28200,26700,1.70M,3.70%
02-08-21,28000,28100,28500,27500,787.70K,0.00%
03-08-21,30800,28100,30800,28000,2.31M,10.00%
04-08-21,30500,30800,31900,30500,1.08M,-0.97%
